,store_nbr,family,year,month,sales
23939,20,BEAUTY,2017,12,0.0
23940,20,BEVERAGES,2013,1,0.0
23941,20,BEVERAGES,2013,2,0.0
23942,20,BEVERAGES,2013,3,0.0
23943,20,BEVERAGES,2013,4,0.0
23944,20,BEVERAGES,2013,5,0.0
23945,20,BEVERAGES,2013,6,0.0
23946,20,BEVERAGES,2013,7,0.0
23947,20,BEVERAGES,2013,8,0.0
23948,20,BEVERAGES,2013,9,0.0
23949,20,BEVERAGES,2013,10,0.0
23950,20,BEVERAGES,2013,11,0.0
23951,20,BEVERAGES,2013,12,0.0
23952,20,BEVERAGES,2014,1,0.0
23953,20,BEVERAGES,2014,2,0.0
23954,20,BEVERAGES,2014,3,0.0
23955,20,BEVERAGES,2014,4,0.0
23956,20,BEVERAGES,2014,5,0.0
23957,20,BEVERAGES,2014,6,0.0
23958,20,BEVERAGES,2014,7,0.0
23959,20,BEVERAGES,2014,8,0.0
23960,20,BEVERAGES,2014,9,0.0
23961,20,BEVERAGES,2014,10,0.0
23962,20,BEVERAGES,2014,11,0.0
23963,20,BEVERAGES,2014,12,0.0
23964,20,BEVERAGES,2015,1,0.0
23965,20,BEVERAGES,2015,2,23539.0
23966,20,BEVERAGES,2015,3,30634.0
23967,20,BEVERAGES,2015,4,32953.0
23968,20,BEVERAGES,2015,5,56472.0
23969,20,BEVERAGES,2015,6,79476.0
23970,20,BEVERAGES,2015,7,76338.0
23971,20,BEVERAGES,2015,8,88660.0
23972,20,BEVERAGES,2015,9,102829.0
23973,20,BEVERAGES,2015,10,91071.0
23974,20,BEVERAGES,2015,11,76894.0
23975,20,BEVERAGES,2015,12,84426.0
23976,20,BEVERAGES,2016,1,88225.0
23977,20,BEVERAGES,2016,2,79394.0
23978,20,BEVERAGES,2016,3,97668.0
23979,20,BEVERAGES,2016,4,135849.0
23980,20,BEVERAGES,2016,5,100724.0
23981,20,BEVERAGES,2016,6,108848.0
23982,20,BEVERAGES,2016,7,92624.0
23983,20,BEVERAGES,2016,8,84387.0
23984,20,BEVERAGES,2016,9,91657.0
23985,20,BEVERAGES,2016,10,99914.0
23986,20,BEVERAGES,2016,11,102099.0
23987,20,BEVERAGES,2016,12,104783.0
23988,20,BEVERAGES,2017,1,105349.0
23989,20,BEVERAGES,2017,2,92205.0
23990,20,BEVERAGES,2017,3,108523.0
23991,20,BEVERAGES,2017,4,130135.0
23992,20,BEVERAGES,2017,5,107125.0
23993,20,BEVERAGES,2017,6,106146.0
23994,20,BEVERAGES,2017,7,114558.0
23995,20,BEVERAGES,2017,8,67382.0
23996,20,BEVERAGES,2017,9,0.0
23997,20,BEVERAGES,2017,10,0.0
23998,20,BEVERAGES,2017,11,0.0
23999,20,BEVERAGES,2017,12,0.0
24000,20,BOOKS,2013,1,0.0
24001,20,BOOKS,2013,2,0.0
24002,20,BOOKS,2013,3,0.0
24003,20,BOOKS,2013,4,0.0
24004,20,BOOKS,2013,5,0.0
24005,20,BOOKS,2013,6,0.0
24006,20,BOOKS,2013,7,0.0
24007,20,BOOKS,2013,8,0.0
24008,20,BOOKS,2013,9,0.0
24009,20,BOOKS,2013,10,0.0
24010,20,BOOKS,2013,11,0.0
24011,20,BOOKS,2013,12,0.0
24012,20,BOOKS,2014,1,0.0
24013,20,BOOKS,2014,2,0.0
24014,20,BOOKS,2014,3,0.0
24015,20,BOOKS,2014,4,0.0
24016,20,BOOKS,2014,5,0.0
24017,20,BOOKS,2014,6,0.0
24018,20,BOOKS,2014,7,0.0
24019,20,BOOKS,2014,8,0.0
24020,20,BOOKS,2014,9,0.0
24021,20,BOOKS,2014,10,0.0
24022,20,BOOKS,2014,11,0.0
24023,20,BOOKS,2014,12,0.0
24024,20,BOOKS,2015,1,0.0
24025,20,BOOKS,2015,2,0.0
24026,20,BOOKS,2015,3,0.0
24027,20,BOOKS,2015,4,0.0
24028,20,BOOKS,2015,5,0.0
24029,20,BOOKS,2015,6,0.0
24030,20,BOOKS,2015,7,0.0
24031,20,BOOKS,2015,8,0.0
24032,20,BOOKS,2015,9,0.0
24033,20,BOOKS,2015,10,0.0
24034,20,BOOKS,2015,11,0.0
24035,20,BOOKS,2015,12,0.0
24036,20,BOOKS,2016,1,0.0
24037,20,BOOKS,2016,2,0.0
24038,20,BOOKS,2016,3,0.0
24039,20,BOOKS,2016,4,0.0
24040,20,BOOKS,2016,5,0.0
24041,20,BOOKS,2016,6,0.0
24042,20,BOOKS,2016,7,0.0
24043,20,BOOKS,2016,8,0.0
24044,20,BOOKS,2016,9,0.0
24045,20,BOOKS,2016,10,0.0
24046,20,BOOKS,2016,11,0.0
24047,20,BOOKS,2016,12,0.0
24048,20,BOOKS,2017,1,0.0
24049,20,BOOKS,2017,2,0.0
24050,20,BOOKS,2017,3,0.0
24051,20,BOOKS,2017,4,0.0
24052,20,BOOKS,2017,5,0.0
24053,20,BOOKS,2017,6,0.0
24054,20,BOOKS,2017,7,0.0
24055,20,BOOKS,2017,8,0.0
24056,20,BOOKS,2017,9,0.0
24057,20,BOOKS,2017,10,0.0
24058,20,BOOKS,2017,11,0.0
24059,20,BOOKS,2017,12,0.0
24060,20,BREAD/BAKERY,2013,1,0.0
24061,20,BREAD/BAKERY,2013,2,0.0
24062,20,BREAD/BAKERY,2013,3,0.0
24063,20,BREAD/BAKERY,2013,4,0.0
24064,20,BREAD/BAKERY,2013,5,0.0
24065,20,BREAD/BAKERY,2013,6,0.0
24066,20,BREAD/BAKERY,2013,7,0.0
24067,20,BREAD/BAKERY,2013,8,0.0
24068,20,BREAD/BAKERY,2013,9,0.0
24069,20,BREAD/BAKERY,2013,10,0.0
24070,20,BREAD/BAKERY,2013,11,0.0
24071,20,BREAD/BAKERY,2013,12,0.0
24072,20,BREAD/BAKERY,2014,1,0.0
24073,20,BREAD/BAKERY,2014,2,0.0
24074,20,BREAD/BAKERY,2014,3,0.0
24075,20,BREAD/BAKERY,2014,4,0.0
24076,20,BREAD/BAKERY,2014,5,0.0
24077,20,BREAD/BAKERY,2014,6,0.0
24078,20,BREAD/BAKERY,2014,7,0.0
24079,20,BREAD/BAKERY,2014,8,0.0
24080,20,BREAD/BAKERY,2014,9,0.0
24081,20,BREAD/BAKERY,2014,10,0.0
24082,20,BREAD/BAKERY,2014,11,0.0
24083,20,BREAD/BAKERY,2014,12,0.0
24084,20,BREAD/BAKERY,2015,1,0.0
24085,20,BREAD/BAKERY,2015,2,11147.426
24086,20,BREAD/BAKERY,2015,3,17949.0
24087,20,BREAD/BAKERY,2015,4,16482.0
24088,20,BREAD/BAKERY,2015,5,16921.0
24089,20,BREAD/BAKERY,2015,6,17063.0
24090,20,BREAD/BAKERY,2015,7,15080.0
24091,20,BREAD/BAKERY,2015,8,13976.0
24092,20,BREAD/BAKERY,2015,9,15072.0
24093,20,BREAD/BAKERY,2015,10,12916.0
24094,20,BREAD/BAKERY,2015,11,12517.0
24095,20,BREAD/BAKERY,2015,12,11500.0
24096,20,BREAD/BAKERY,2016,1,13587.0
24097,20,BREAD/BAKERY,2016,2,11685.0
24098,20,BREAD/BAKERY,2016,3,13598.0
24099,20,BREAD/BAKERY,2016,4,14207.0
24100,20,BREAD/BAKERY,2016,5,14459.0
24101,20,BREAD/BAKERY,2016,6,12831.0
24102,20,BREAD/BAKERY,2016,7,13603.0
24103,20,BREAD/BAKERY,2016,8,11584.0
24104,20,BREAD/BAKERY,2016,9,13305.0
24105,20,BREAD/BAKERY,2016,10,14620.0
24106,20,BREAD/BAKERY,2016,11,12393.0
24107,20,BREAD/BAKERY,2016,12,11543.0
24108,20,BREAD/BAKERY,2017,1,14592.0
24109,20,BREAD/BAKERY,2017,2,13567.0
24110,20,BREAD/BAKERY,2017,3,16199.0
24111,20,BREAD/BAKERY,2017,4,15429.0
24112,20,BREAD/BAKERY,2017,5,15437.0
24113,20,BREAD/BAKERY,2017,6,13592.0
24114,20,BREAD/BAKERY,2017,7,17639.0
24115,20,BREAD/BAKERY,2017,8,7937.0
24116,20,BREAD/BAKERY,2017,9,0.0
24117,20,BREAD/BAKERY,2017,10,0.0
24118,20,BREAD/BAKERY,2017,11,0.0
24119,20,BREAD/BAKERY,2017,12,0.0
24120,20,CELEBRATION,2013,1,0.0
24121,20,CELEBRATION,2013,2,0.0
24122,20,CELEBRATION,2013,3,0.0
24123,20,CELEBRATION,2013,4,0.0
24124,20,CELEBRATION,2013,5,0.0
24125,20,CELEBRATION,2013,6,0.0
24126,20,CELEBRATION,2013,7,0.0
24127,20,CELEBRATION,2013,8,0.0
24128,20,CELEBRATION,2013,9,0.0
24129,20,CELEBRATION,2013,10,0.0
24130,20,CELEBRATION,2013,11,0.0
24131,20,CELEBRATION,2013,12,0.0
24132,20,CELEBRATION,2014,1,0.0
24133,20,CELEBRATION,2014,2,0.0
24134,20,CELEBRATION,2014,3,0.0
24135,20,CELEBRATION,2014,4,0.0
24136,20,CELEBRATION,2014,5,0.0
24137,20,CELEBRATION,2014,6,0.0
24138,20,CELEBRATION,2014,7,0.0
24139,20,CELEBRATION,2014,8,0.0
24140,20,CELEBRATION,2014,9,0.0
24141,20,CELEBRATION,2014,10,0.0
24142,20,CELEBRATION,2014,11,0.0
24143,20,CELEBRATION,2014,12,0.0
24144,20,CELEBRATION,2015,1,0.0
24145,20,CELEBRATION,2015,2,0.0
24146,20,CELEBRATION,2015,3,0.0
24147,20,CELEBRATION,2015,4,0.0
24148,20,CELEBRATION,2015,5,0.0
24149,20,CELEBRATION,2015,6,311.0
24150,20,CELEBRATION,2015,7,336.0
24151,20,CELEBRATION,2015,8,182.0
24152,20,CELEBRATION,2015,9,248.0
24153,20,CELEBRATION,2015,10,256.0
24154,20,CELEBRATION,2015,11,288.0
24155,20,CELEBRATION,2015,12,213.0
24156,20,CELEBRATION,2016,1,193.0
24157,20,CELEBRATION,2016,2,228.0
24158,20,CELEBRATION,2016,3,191.0
24159,20,CELEBRATION,2016,4,251.0
24160,20,CELEBRATION,2016,5,285.0
24161,20,CELEBRATION,2016,6,290.0
24162,20,CELEBRATION,2016,7,291.0
24163,20,CELEBRATION,2016,8,278.0
24164,20,CELEBRATION,2016,9,216.0
24165,20,CELEBRATION,2016,10,262.0
24166,20,CELEBRATION,2016,11,209.0
24167,20,CELEBRATION,2016,12,265.0
24168,20,CELEBRATION,2017,1,211.0
24169,20,CELEBRATION,2017,2,211.0
24170,20,CELEBRATION,2017,3,267.0
24171,20,CELEBRATION,2017,4,303.0
24172,20,CELEBRATION,2017,5,263.0
24173,20,CELEBRATION,2017,6,301.0
24174,20,CELEBRATION,2017,7,288.0
24175,20,CELEBRATION,2017,8,109.0
24176,20,CELEBRATION,2017,9,0.0
24177,20,CELEBRATION,2017,10,0.0
24178,20,CELEBRATION,2017,11,0.0
24179,20,CELEBRATION,2017,12,0.0
24180,20,CLEANING,2013,1,0.0
24181,20,CLEANING,2013,2,0.0
24182,20,CLEANING,2013,3,0.0
24183,20,CLEANING,2013,4,0.0
24184,20,CLEANING,2013,5,0.0
24185,20,CLEANING,2013,6,0.0
24186,20,CLEANING,2013,7,0.0
24187,20,CLEANING,2013,8,0.0
24188,20,CLEANING,2013,9,0.0
24189,20,CLEANING,2013,10,0.0
24190,20,CLEANING,2013,11,0.0
24191,20,CLEANING,2013,12,0.0
24192,20,CLEANING,2014,1,0.0
24193,20,CLEANING,2014,2,0.0
24194,20,CLEANING,2014,3,0.0
24195,20,CLEANING,2014,4,0.0
24196,20,CLEANING,2014,5,0.0
24197,20,CLEANING,2014,6,0.0
24198,20,CLEANING,2014,7,0.0
24199,20,CLEANING,2014,8,0.0
24200,20,CLEANING,2014,9,0.0
24201,20,CLEANING,2014,10,0.0
24202,20,CLEANING,2014,11,0.0
24203,20,CLEANING,2014,12,0.0
24204,20,CLEANING,2015,1,0.0
24205,20,CLEANING,2015,2,32210.0
24206,20,CLEANING,2015,3,38227.0
24207,20,CLEANING,2015,4,38371.0
24208,20,CLEANING,2015,5,39342.0
24209,20,CLEANING,2015,6,34581.0
24210,20,CLEANING,2015,7,37234.0
24211,20,CLEANING,2015,8,37978.0
24212,20,CLEANING,2015,9,38874.0
24213,20,CLEANING,2015,10,36391.0
24214,20,CLEANING,2015,11,32216.0
24215,20,CLEANING,2015,12,39195.0
24216,20,CLEANING,2016,1,37106.0
24217,20,CLEANING,2016,2,32945.0
24218,20,CLEANING,2016,3,33143.0
24219,20,CLEANING,2016,4,40654.0
24220,20,CLEANING,2016,5,37798.0
24221,20,CLEANING,2016,6,47538.0
24222,20,CLEANING,2016,7,35434.0
24223,20,CLEANING,2016,8,34564.0
24224,20,CLEANING,2016,9,36908.0
24225,20,CLEANING,2016,10,36792.0
24226,20,CLEANING,2016,11,35873.0
24227,20,CLEANING,2016,12,44416.0
24228,20,CLEANING,2017,1,39431.0
24229,20,CLEANING,2017,2,37312.0
24230,20,CLEANING,2017,3,36593.0
24231,20,CLEANING,2017,4,45138.0
24232,20,CLEANING,2017,5,48649.0
24233,20,CLEANING,2017,6,36393.0
24234,20,CLEANING,2017,7,56409.0
24235,20,CLEANING,2017,8,25855.0
24236,20,CLEANING,2017,9,0.0
24237,20,CLEANING,2017,10,0.0
24238,20,CLEANING,2017,11,0.0
24239,20,CLEANING,2017,12,0.0
24240,20,DAIRY,2013,1,0.0
24241,20,DAIRY,2013,2,0.0
24242,20,DAIRY,2013,3,0.0
24243,20,DAIRY,2013,4,0.0
24244,20,DAIRY,2013,5,0.0
24245,20,DAIRY,2013,6,0.0
24246,20,DAIRY,2013,7,0.0
24247,20,DAIRY,2013,8,0.0
24248,20,DAIRY,2013,9,0.0
24249,20,DAIRY,2013,10,0.0
24250,20,DAIRY,2013,11,0.0
24251,20,DAIRY,2013,12,0.0
24252,20,DAIRY,2014,1,0.0
24253,20,DAIRY,2014,2,0.0
24254,20,DAIRY,2014,3,0.0
24255,20,DAIRY,2014,4,0.0
24256,20,DAIRY,2014,5,0.0
24257,20,DAIRY,2014,6,0.0
24258,20,DAIRY,2014,7,0.0
24259,20,DAIRY,2014,8,0.0
24260,20,DAIRY,2014,9,0.0
24261,20,DAIRY,2014,10,0.0
24262,20,DAIRY,2014,11,0.0
24263,20,DAIRY,2014,12,0.0
24264,20,DAIRY,2015,1,0.0
24265,20,DAIRY,2015,2,11506.0
24266,20,DAIRY,2015,3,20213.0
24267,20,DAIRY,2015,4,18861.0
24268,20,DAIRY,2015,5,20517.0
24269,20,DAIRY,2015,6,18708.0
24270,20,DAIRY,2015,7,18049.0
24271,20,DAIRY,2015,8,17863.0
24272,20,DAIRY,2015,9,18404.0
24273,20,DAIRY,2015,10,18713.0
24274,20,DAIRY,2015,11,18309.0
24275,20,DAIRY,2015,12,18716.0
24276,20,DAIRY,2016,1,20885.0
24277,20,DAIRY,2016,2,19824.0
24278,20,DAIRY,2016,3,24398.0
24279,20,DAIRY,2016,4,24724.0
24280,20,DAIRY,2016,5,25929.0
24281,20,DAIRY,2016,6,22552.0
24282,20,DAIRY,2016,7,22750.0
24283,20,DAIRY,2016,8,19928.0
24284,20,DAIRY,2016,9,23929.0
24285,20,DAIRY,2016,10,27901.0
24286,20,DAIRY,2016,11,25942.0
24287,20,DAIRY,2016,12,25727.0
24288,20,DAIRY,2017,1,27126.0
24289,20,DAIRY,2017,2,23607.0
24290,20,DAIRY,2017,3,29487.0
24291,20,DAIRY,2017,4,32327.0
24292,20,DAIRY,2017,5,27995.0
24293,20,DAIRY,2017,6,26788.0
24294,20,DAIRY,2017,7,25679.0
24295,20,DAIRY,2017,8,11955.0
24296,20,DAIRY,2017,9,0.0
24297,20,DAIRY,2017,10,0.0
24298,20,DAIRY,2017,11,0.0
24299,20,DAIRY,2017,12,0.0
24300,20,DELI,2013,1,0.0
24301,20,DELI,2013,2,0.0
24302,20,DELI,2013,3,0.0
24303,20,DELI,2013,4,0.0
24304,20,DELI,2013,5,0.0
24305,20,DELI,2013,6,0.0
24306,20,DELI,2013,7,0.0
24307,20,DELI,2013,8,0.0
24308,20,DELI,2013,9,0.0
24309,20,DELI,2013,10,0.0
24310,20,DELI,2013,11,0.0
24311,20,DELI,2013,12,0.0
24312,20,DELI,2014,1,0.0
24313,20,DELI,2014,2,0.0
24314,20,DELI,2014,3,0.0
24315,20,DELI,2014,4,0.0
24316,20,DELI,2014,5,0.0
24317,20,DELI,2014,6,0.0
24318,20,DELI,2014,7,0.0
24319,20,DELI,2014,8,0.0
24320,20,DELI,2014,9,0.0
24321,20,DELI,2014,10,0.0
24322,20,DELI,2014,11,0.0
24323,20,DELI,2014,12,0.0
24324,20,DELI,2015,1,0.0
24325,20,DELI,2015,2,10720.857
24326,20,DELI,2015,3,17469.43
24327,20,DELI,2015,4,17276.826
24328,20,DELI,2015,5,18004.92
24329,20,DELI,2015,6,17076.527
24330,20,DELI,2015,7,16977.008
24331,20,DELI,2015,8,16103.247
24332,20,DELI,2015,9,17249.197
24333,20,DELI,2015,10,15929.451
24334,20,DELI,2015,11,13759.961
24335,20,DELI,2015,12,15035.708
24336,20,DELI,2016,1,16475.027
24337,20,DELI,2016,2,15173.154
24338,20,DELI,2016,3,16337.377
24339,20,DELI,2016,4,17247.0
24340,20,DELI,2016,5,17727.092
24341,20,DELI,2016,6,15190.998
24342,20,DELI,2016,7,17498.545
24343,20,DELI,2016,8,16047.866
24344,20,DELI,2016,9,17727.098
24345,20,DELI,2016,10,19611.514
24346,20,DELI,2016,11,18903.271
24347,20,DELI,2016,12,20996.248
24348,20,DELI,2017,1,21583.375
24349,20,DELI,2017,2,19294.207
24350,20,DELI,2017,3,22148.188
24351,20,DELI,2017,4,23004.945
24352,20,DELI,2017,5,22883.326
24353,20,DELI,2017,6,22032.193
24354,20,DELI,2017,7,23254.648
24355,20,DELI,2017,8,11038.29
24356,20,DELI,2017,9,0.0
24357,20,DELI,2017,10,0.0
24358,20,DELI,2017,11,0.0
24359,20,DELI,2017,12,0.0
24360,20,EGGS,2013,1,0.0
24361,20,EGGS,2013,2,0.0
24362,20,EGGS,2013,3,0.0
24363,20,EGGS,2013,4,0.0
24364,20,EGGS,2013,5,0.0
24365,20,EGGS,2013,6,0.0
24366,20,EGGS,2013,7,0.0
24367,20,EGGS,2013,8,0.0
24368,20,EGGS,2013,9,0.0
24369,20,EGGS,2013,10,0.0
24370,20,EGGS,2013,11,0.0
24371,20,EGGS,2013,12,0.0
24372,20,EGGS,2014,1,0.0
24373,20,EGGS,2014,2,0.0
24374,20,EGGS,2014,3,0.0
24375,20,EGGS,2014,4,0.0
24376,20,EGGS,2014,5,0.0
24377,20,EGGS,2014,6,0.0
24378,20,EGGS,2014,7,0.0
24379,20,EGGS,2014,8,0.0
24380,20,EGGS,2014,9,0.0
24381,20,EGGS,2014,10,0.0
24382,20,EGGS,2014,11,0.0
24383,20,EGGS,2014,12,0.0
24384,20,EGGS,2015,1,0.0
24385,20,EGGS,2015,2,2074.0
24386,20,EGGS,2015,3,4012.0
24387,20,EGGS,2015,4,3633.0
24388,20,EGGS,2015,5,3793.0
24389,20,EGGS,2015,6,3076.0
24390,20,EGGS,2015,7,3409.0
24391,20,EGGS,2015,8,2821.0
24392,20,EGGS,2015,9,3143.0
24393,20,EGGS,2015,10,3720.0
24394,20,EGGS,2015,11,3747.0
24395,20,EGGS,2015,12,3134.0
24396,20,EGGS,2016,1,3600.0
24397,20,EGGS,2016,2,3531.0
24398,20,EGGS,2016,3,4097.0
24399,20,EGGS,2016,4,3896.0
24400,20,EGGS,2016,5,3893.0
24401,20,EGGS,2016,6,4397.0
24402,20,EGGS,2016,7,4807.0
24403,20,EGGS,2016,8,2878.0
24404,20,EGGS,2016,9,3588.0
24405,20,EGGS,2016,10,5147.0
24406,20,EGGS,2016,11,3754.0
24407,20,EGGS,2016,12,3920.0
24408,20,EGGS,2017,1,4118.0
24409,20,EGGS,2017,2,3158.0
24410,20,EGGS,2017,3,3589.0
24411,20,EGGS,2017,4,4155.0
24412,20,EGGS,2017,5,3984.0
24413,20,EGGS,2017,6,3857.0
24414,20,EGGS,2017,7,4004.0
24415,20,EGGS,2017,8,1635.0
24416,20,EGGS,2017,9,0.0
24417,20,EGGS,2017,10,0.0
24418,20,EGGS,2017,11,0.0
24419,20,EGGS,2017,12,0.0
24420,20,FROZEN FOODS,2013,1,0.0
24421,20,FROZEN FOODS,2013,2,0.0
24422,20,FROZEN FOODS,2013,3,0.0
24423,20,FROZEN FOODS,2013,4,0.0
24424,20,FROZEN FOODS,2013,5,0.0
24425,20,FROZEN FOODS,2013,6,0.0
24426,20,FROZEN FOODS,2013,7,0.0
24427,20,FROZEN FOODS,2013,8,0.0
24428,20,FROZEN FOODS,2013,9,0.0
24429,20,FROZEN FOODS,2013,10,0.0
24430,20,FROZEN FOODS,2013,11,0.0
24431,20,FROZEN FOODS,2013,12,0.0
24432,20,FROZEN FOODS,2014,1,0.0
24433,20,FROZEN FOODS,2014,2,0.0
24434,20,FROZEN FOODS,2014,3,0.0
24435,20,FROZEN FOODS,2014,4,0.0
24436,20,FROZEN FOODS,2014,5,0.0
24437,20,FROZEN FOODS,2014,6,0.0
24438,20,FROZEN FOODS,2014,7,0.0
24439,20,FROZEN FOODS,2014,8,0.0
24440,20,FROZEN FOODS,2014,9,0.0
24441,20,FROZEN FOODS,2014,10,0.0
24442,20,FROZEN FOODS,2014,11,0.0
24443,20,FROZEN FOODS,2014,12,0.0
24444,20,FROZEN FOODS,2015,1,0.0
24445,20,FROZEN FOODS,2015,2,1328.8721
24446,20,FROZEN FOODS,2015,3,2040.179
24447,20,FROZEN FOODS,2015,4,2007.954
24448,20,FROZEN FOODS,2015,5,2850.656
24449,20,FROZEN FOODS,2015,6,2800.118
24450,20,FROZEN FOODS,2015,7,2664.693
24451,20,FROZEN FOODS,2015,8,2839.555
24452,20,FROZEN FOODS,2015,9,2491.862
24453,20,FROZEN FOODS,2015,10,2422.552
24454,20,FROZEN FOODS,2015,11,2281.856
24455,20,FROZEN FOODS,2015,12,13597.785
24456,20,FROZEN FOODS,2016,1,2895.667
24457,20,FROZEN FOODS,2016,2,2520.889
24458,20,FROZEN FOODS,2016,3,2624.989
24459,20,FROZEN FOODS,2016,4,2957.508
24460,20,FROZEN FOODS,2016,5,2992.955
24461,20,FROZEN FOODS,2016,6,2323.183
24462,20,FROZEN FOODS,2016,7,2674.9321
24463,20,FROZEN FOODS,2016,8,2300.764
24464,20,FROZEN FOODS,2016,9,2124.966
24465,20,FROZEN FOODS,2016,10,2388.915
24466,20,FROZEN FOODS,2016,11,2284.4219
24467,20,FROZEN FOODS,2016,12,14614.742
24468,20,FROZEN FOODS,2017,1,2820.131
24469,20,FROZEN FOODS,2017,2,2515.473
24470,20,FROZEN FOODS,2017,3,2658.76
24471,20,FROZEN FOODS,2017,4,2966.109
24472,20,FROZEN FOODS,2017,5,2793.665
24473,20,FROZEN FOODS,2017,6,2624.196
24474,20,FROZEN FOODS,2017,7,2758.41
24475,20,FROZEN FOODS,2017,8,1436.991
24476,20,FROZEN FOODS,2017,9,0.0
24477,20,FROZEN FOODS,2017,10,0.0
24478,20,FROZEN FOODS,2017,11,0.0
24479,20,FROZEN FOODS,2017,12,0.0
24480,20,GROCERY I,2013,1,0.0
24481,20,GROCERY I,2013,2,0.0
24482,20,GROCERY I,2013,3,0.0
24483,20,GROCERY I,2013,4,0.0
24484,20,GROCERY I,2013,5,0.0
24485,20,GROCERY I,2013,6,0.0
24486,20,GROCERY I,2013,7,0.0
24487,20,GROCERY I,2013,8,0.0
24488,20,GROCERY I,2013,9,0.0
24489,20,GROCERY I,2013,10,0.0
24490,20,GROCERY I,2013,11,0.0
24491,20,GROCERY I,2013,12,0.0
24492,20,GROCERY I,2014,1,0.0
24493,20,GROCERY I,2014,2,0.0
24494,20,GROCERY I,2014,3,0.0
24495,20,GROCERY I,2014,4,0.0
24496,20,GROCERY I,2014,5,0.0
24497,20,GROCERY I,2014,6,0.0
24498,20,GROCERY I,2014,7,0.0
24499,20,GROCERY I,2014,8,0.0
24500,20,GROCERY I,2014,9,0.0
24501,20,GROCERY I,2014,10,0.0
24502,20,GROCERY I,2014,11,0.0
24503,20,GROCERY I,2014,12,0.0
24504,20,GROCERY I,2015,1,0.0
24505,20,GROCERY I,2015,2,92084.44
24506,20,GROCERY I,2015,3,134724.77
24507,20,GROCERY I,2015,4,127134.945
24508,20,GROCERY I,2015,5,141852.97
24509,20,GROCERY I,2015,6,120469.17
24510,20,GROCERY I,2015,7,130792.1
24511,20,GROCERY I,2015,8,128620.63
24512,20,GROCERY I,2015,9,137741.33
24513,20,GROCERY I,2015,10,143371.78
24514,20,GROCERY I,2015,11,134318.03
24515,20,GROCERY I,2015,12,160805.12
24516,20,GROCERY I,2016,1,138365.72
24517,20,GROCERY I,2016,2,131488.4
24518,20,GROCERY I,2016,3,144458.4
24519,20,GROCERY I,2016,4,266995.28
24520,20,GROCERY I,2016,5,185773.64
24521,20,GROCERY I,2016,6,208595.9
24522,20,GROCERY I,2016,7,191153.17
24523,20,GROCERY I,2016,8,136944.56
24524,20,GROCERY I,2016,9,143892.89
24525,20,GROCERY I,2016,10,161174.77
24526,20,GROCERY I,2016,11,146814.0
24527,20,GROCERY I,2016,12,191921.75
24528,20,GROCERY I,2017,1,151179.95
24529,20,GROCERY I,2017,2,145403.19
24530,20,GROCERY I,2017,3,170935.1
24531,20,GROCERY I,2017,4,191266.92
24532,20,GROCERY I,2017,5,185845.84
24533,20,GROCERY I,2017,6,163733.7
24534,20,GROCERY I,2017,7,179472.31
24535,20,GROCERY I,2017,8,97693.086
24536,20,GROCERY I,2017,9,0.0
24537,20,GROCERY I,2017,10,0.0
24538,20,GROCERY I,2017,11,0.0
24539,20,GROCERY I,2017,12,0.0
24540,20,GROCERY II,2013,1,0.0
24541,20,GROCERY II,2013,2,0.0
24542,20,GROCERY II,2013,3,0.0
24543,20,GROCERY II,2013,4,0.0
24544,20,GROCERY II,2013,5,0.0
24545,20,GROCERY II,2013,6,0.0
24546,20,GROCERY II,2013,7,0.0
24547,20,GROCERY II,2013,8,0.0
24548,20,GROCERY II,2013,9,0.0
24549,20,GROCERY II,2013,10,0.0
24550,20,GROCERY II,2013,11,0.0
24551,20,GROCERY II,2013,12,0.0
24552,20,GROCERY II,2014,1,0.0
24553,20,GROCERY II,2014,2,0.0
24554,20,GROCERY II,2014,3,0.0
24555,20,GROCERY II,2014,4,0.0
24556,20,GROCERY II,2014,5,0.0
24557,20,GROCERY II,2014,6,0.0
24558,20,GROCERY II,2014,7,0.0
24559,20,GROCERY II,2014,8,0.0
24560,20,GROCERY II,2014,9,0.0
24561,20,GROCERY II,2014,10,0.0
24562,20,GROCERY II,2014,11,0.0
24563,20,GROCERY II,2014,12,0.0
24564,20,GROCERY II,2015,1,0.0
24565,20,GROCERY II,2015,2,293.0
24566,20,GROCERY II,2015,3,490.0
24567,20,GROCERY II,2015,4,343.0
24568,20,GROCERY II,2015,5,417.0
24569,20,GROCERY II,2015,6,323.0
24570,20,GROCERY II,2015,7,358.0
24571,20,GROCERY II,2015,8,374.0
24572,20,GROCERY II,2015,9,337.0
24573,20,GROCERY II,2015,10,282.0
24574,20,GROCERY II,2015,11,323.0
24575,20,GROCERY II,2015,12,802.0
24576,20,GROCERY II,2016,1,371.0
24577,20,GROCERY II,2016,2,307.0
24578,20,GROCERY II,2016,3,333.0
24579,20,GROCERY II,2016,4,370.0
24580,20,GROCERY II,2016,5,349.0
24581,20,GROCERY II,2016,6,438.0
24582,20,GROCERY II,2016,7,181.0
24583,20,GROCERY II,2016,8,171.0
24584,20,GROCERY II,2016,9,318.0
24585,20,GROCERY II,2016,10,354.0
24586,20,GROCERY II,2016,11,276.0
24587,20,GROCERY II,2016,12,729.0
24588,20,GROCERY II,2017,1,389.0
24589,20,GROCERY II,2017,2,338.0
