,store_nbr,family,year,sales
2446,22,PLAYERS AND ELECTRONICS,2014,0.0
2447,22,PLAYERS AND ELECTRONICS,2015,508.0
2448,22,PLAYERS AND ELECTRONICS,2016,1792.0
2449,22,PLAYERS AND ELECTRONICS,2017,1476.0
2450,22,POULTRY,2013,0.0
2451,22,POULTRY,2014,0.0
2452,22,POULTRY,2015,6396.631
2453,22,POULTRY,2016,43434.08
2454,22,POULTRY,2017,33397.02
2455,22,PREPARED FOODS,2013,0.0
2456,22,PREPARED FOODS,2014,0.0
2457,22,PREPARED FOODS,2015,3697.0
2458,22,PREPARED FOODS,2016,15952.0
2459,22,PREPARED FOODS,2017,10790.0
2460,22,PRODUCE,2013,0.0
2461,22,PRODUCE,2014,0.0
2462,22,PRODUCE,2015,29922.361
2463,22,PRODUCE,2016,134376.52
2464,22,PRODUCE,2017,103724.05
2465,22,SCHOOL AND OFFICE SUPPLIES,2013,0.0
2466,22,SCHOOL AND OFFICE SUPPLIES,2014,0.0
2467,22,SCHOOL AND OFFICE SUPPLIES,2015,10.0
2468,22,SCHOOL AND OFFICE SUPPLIES,2016,309.0
2469,22,SCHOOL AND OFFICE SUPPLIES,2017,99.0
2470,22,SEAFOOD,2013,0.0
2471,22,SEAFOOD,2014,0.0
2472,22,SEAFOOD,2015,161.0
2473,22,SEAFOOD,2016,725.0
2474,22,SEAFOOD,2017,549.0
2475,23,AUTOMOTIVE,2013,831.0
2476,23,AUTOMOTIVE,2014,873.0
2477,23,AUTOMOTIVE,2015,899.0
2478,23,AUTOMOTIVE,2016,711.0
2479,23,AUTOMOTIVE,2017,561.0
2480,23,BABY CARE,2013,0.0
2481,23,BABY CARE,2014,0.0
2482,23,BABY CARE,2015,0.0
2483,23,BABY CARE,2016,0.0
2484,23,BABY CARE,2017,0.0
2485,23,BEAUTY,2013,262.0
2486,23,BEAUTY,2014,482.0
2487,23,BEAUTY,2015,583.0
2488,23,BEAUTY,2016,815.0
2489,23,BEAUTY,2017,405.0
2490,23,BEVERAGES,2013,223851.0
2491,23,BEVERAGES,2014,409610.0
2492,23,BEVERAGES,2015,401014.0
2493,23,BEVERAGES,2016,560052.0
2494,23,BEVERAGES,2017,383744.0
2495,23,BOOKS,2013,0.0
2496,23,BOOKS,2014,0.0
2497,23,BOOKS,2015,0.0
2498,23,BOOKS,2016,50.0
2499,23,BOOKS,2017,38.0
2500,23,BREAD/BAKERY,2013,92852.36
2501,23,BREAD/BAKERY,2014,95371.81
2502,23,BREAD/BAKERY,2015,103628.07
2503,23,BREAD/BAKERY,2016,104276.34
2504,23,BREAD/BAKERY,2017,64731.04
2505,23,CELEBRATION,2013,0.0
2506,23,CELEBRATION,2014,2471.0
2507,23,CELEBRATION,2015,3292.0
2508,23,CELEBRATION,2016,5714.0
2509,23,CELEBRATION,2017,3220.0
2510,23,CLEANING,2013,211586.0
2511,23,CLEANING,2014,205192.0
2512,23,CLEANING,2015,208556.0
2513,23,CLEANING,2016,208509.0
2514,23,CLEANING,2017,131663.0
2515,23,DAIRY,2013,117813.0
2516,23,DAIRY,2014,175739.0
2517,23,DAIRY,2015,174414.0
2518,23,DAIRY,2016,191584.0
2519,23,DAIRY,2017,123433.0
2520,23,DELI,2013,48473.92
2521,23,DELI,2014,45389.87
2522,23,DELI,2015,50891.418
2523,23,DELI,2016,47491.336
2524,23,DELI,2017,32287.912
2525,23,EGGS,2013,21700.0
2526,23,EGGS,2014,20035.0
2527,23,EGGS,2015,19696.0
2528,23,EGGS,2016,19360.0
2529,23,EGGS,2017,12145.0
2530,23,FROZEN FOODS,2013,33959.74
2531,23,FROZEN FOODS,2014,35832.055
2532,23,FROZEN FOODS,2015,40561.117
2533,23,FROZEN FOODS,2016,39859.04
2534,23,FROZEN FOODS,2017,18551.02
2535,23,GROCERY I,2013,679237.0
2536,23,GROCERY I,2014,652891.0
2537,23,GROCERY I,2015,711809.0
2538,23,GROCERY I,2016,787678.0
2539,23,GROCERY I,2017,508099.0
2540,23,GROCERY II,2013,8587.0
2541,23,GROCERY II,2014,8514.0
2542,23,GROCERY II,2015,8516.0
2543,23,GROCERY II,2016,8487.0
2544,23,GROCERY II,2017,6683.0
2545,23,HARDWARE,2013,0.0
2546,23,HARDWARE,2014,0.0
2547,23,HARDWARE,2015,0.0
2548,23,HARDWARE,2016,111.0
2549,23,HARDWARE,2017,113.0
2550,23,HOME AND KITCHEN I,2013,0.0
2551,23,HOME AND KITCHEN I,2014,1697.0
2552,23,HOME AND KITCHEN I,2015,2861.0
2553,23,HOME AND KITCHEN I,2016,3764.0
2554,23,HOME AND KITCHEN I,2017,3013.0
2555,23,HOME AND KITCHEN II,2013,0.0
2556,23,HOME AND KITCHEN II,2014,1045.0
2557,23,HOME AND KITCHEN II,2015,5042.0
2558,23,HOME AND KITCHEN II,2016,5465.0
2559,23,HOME AND KITCHEN II,2017,3427.0
2560,23,HOME APPLIANCES,2013,70.0
2561,23,HOME APPLIANCES,2014,106.0
2562,23,HOME APPLIANCES,2015,69.0
2563,23,HOME APPLIANCES,2016,60.0
2564,23,HOME APPLIANCES,2017,51.0
2565,23,HOME CARE,2013,0.0
2566,23,HOME CARE,2014,31025.0
2567,23,HOME CARE,2015,33380.0
2568,23,HOME CARE,2016,49776.0
2569,23,HOME CARE,2017,31944.0
2570,23,LADIESWEAR,2013,0.0
2571,23,LADIESWEAR,2014,2208.0
2572,23,LADIESWEAR,2015,2233.0
2573,23,LADIESWEAR,2016,3852.0
2574,23,LADIESWEAR,2017,3161.0
2575,23,LAWN AND GARDEN,2013,35.0
2576,23,LAWN AND GARDEN,2014,112.0
2577,23,LAWN AND GARDEN,2015,263.0
2578,23,LAWN AND GARDEN,2016,404.0
2579,23,LAWN AND GARDEN,2017,760.0
2580,23,LINGERIE,2013,2153.0
2581,23,LINGERIE,2014,1737.0
2582,23,LINGERIE,2015,1604.0
2583,23,LINGERIE,2016,1304.0
2584,23,LINGERIE,2017,922.0
2585,23,"LIQUOR,WINE,BEER",2013,17684.0
2586,23,"LIQUOR,WINE,BEER",2014,17013.0
2587,23,"LIQUOR,WINE,BEER",2015,21728.0
2588,23,"LIQUOR,WINE,BEER",2016,22359.0
2589,23,"LIQUOR,WINE,BEER",2017,13550.0
2590,23,MAGAZINES,2013,0.0
2591,23,MAGAZINES,2014,269.0
2592,23,MAGAZINES,2015,578.0
2593,23,MAGAZINES,2016,1622.0
2594,23,MAGAZINES,2017,1157.0
2595,23,MEATS,2013,348755.88
2596,23,MEATS,2014,214901.52
2597,23,MEATS,2015,188963.27
2598,23,MEATS,2016,204244.92
2599,23,MEATS,2017,144259.69
2600,23,PERSONAL CARE,2013,41677.0
2601,23,PERSONAL CARE,2014,49628.0
2602,23,PERSONAL CARE,2015,53088.0
2603,23,PERSONAL CARE,2016,55565.0
2604,23,PERSONAL CARE,2017,36149.0
2605,23,PET SUPPLIES,2013,0.0
2606,23,PET SUPPLIES,2014,505.0
2607,23,PET SUPPLIES,2015,390.0
2608,23,PET SUPPLIES,2016,1143.0
2609,23,PET SUPPLIES,2017,919.0
2610,23,PLAYERS AND ELECTRONICS,2013,0.0
2611,23,PLAYERS AND ELECTRONICS,2014,979.0
2612,23,PLAYERS AND ELECTRONICS,2015,770.0
2613,23,PLAYERS AND ELECTRONICS,2016,1414.0
2614,23,PLAYERS AND ELECTRONICS,2017,1046.0
2615,23,POULTRY,2013,71702.77
2616,23,POULTRY,2014,129273.4
2617,23,POULTRY,2015,110897.26
2618,23,POULTRY,2016,118353.1
2619,23,POULTRY,2017,69154.85
2620,23,PREPARED FOODS,2013,16897.906
2621,23,PREPARED FOODS,2014,18873.105
2622,23,PREPARED FOODS,2015,19975.096
2623,23,PREPARED FOODS,2016,18317.43
2624,23,PREPARED FOODS,2017,9142.614
2625,23,PRODUCE,2013,1918.0
2626,23,PRODUCE,2014,283378.22
2627,23,PRODUCE,2015,269513.4
2628,23,PRODUCE,2016,478589.0
2629,23,PRODUCE,2017,299194.3
2630,23,SCHOOL AND OFFICE SUPPLIES,2013,0.0
2631,23,SCHOOL AND OFFICE SUPPLIES,2014,64.0
2632,23,SCHOOL AND OFFICE SUPPLIES,2015,65.0
2633,23,SCHOOL AND OFFICE SUPPLIES,2016,139.0
2634,23,SCHOOL AND OFFICE SUPPLIES,2017,24.0
2635,23,SEAFOOD,2013,5780.153
2636,23,SEAFOOD,2014,5538.328
2637,23,SEAFOOD,2015,6653.626
2638,23,SEAFOOD,2016,5901.629
2639,23,SEAFOOD,2017,2348.134
2640,24,AUTOMOTIVE,2013,1359.0
2641,24,AUTOMOTIVE,2014,848.0
2642,24,AUTOMOTIVE,2015,1102.0
2643,24,AUTOMOTIVE,2016,1444.0
2644,24,AUTOMOTIVE,2017,790.0
2645,24,BABY CARE,2013,0.0
2646,24,BABY CARE,2014,0.0
2647,24,BABY CARE,2015,0.0
2648,24,BABY CARE,2016,31.0
2649,24,BABY CARE,2017,40.0
2650,24,BEAUTY,2013,1323.0
2651,24,BEAUTY,2014,1221.0
2652,24,BEAUTY,2015,1844.0
2653,24,BEAUTY,2016,2535.0
2654,24,BEAUTY,2017,1324.0
2655,24,BEVERAGES,2013,662492.0
2656,24,BEVERAGES,2014,771571.0
2657,24,BEVERAGES,2015,1117805.0
2658,24,BEVERAGES,2016,1348551.0
2659,24,BEVERAGES,2017,851047.0
2660,24,BOOKS,2013,0.0
2661,24,BOOKS,2014,0.0
2662,24,BOOKS,2015,0.0
2663,24,BOOKS,2016,127.0
2664,24,BOOKS,2017,100.0
2665,24,BREAD/BAKERY,2013,224443.72
2666,24,BREAD/BAKERY,2014,191976.7
2667,24,BREAD/BAKERY,2015,286166.78
2668,24,BREAD/BAKERY,2016,287209.4
2669,24,BREAD/BAKERY,2017,175362.7
2670,24,CELEBRATION,2013,0.0
2671,24,CELEBRATION,2014,2794.0
2672,24,CELEBRATION,2015,4391.0
2673,24,CELEBRATION,2016,7192.0
2674,24,CELEBRATION,2017,3724.0
2675,24,CLEANING,2013,427119.0
2676,24,CLEANING,2014,304446.0
2677,24,CLEANING,2015,438011.0
2678,24,CLEANING,2016,429079.0
2679,24,CLEANING,2017,271050.0
2680,24,DAIRY,2013,273689.0
2681,24,DAIRY,2014,294533.0
2682,24,DAIRY,2015,446649.0
2683,24,DAIRY,2016,477842.0
2684,24,DAIRY,2017,314433.0
2685,24,DELI,2013,91213.836
2686,24,DELI,2014,62013.477
2687,24,DELI,2015,108234.99
2688,24,DELI,2016,101268.74
2689,24,DELI,2017,63500.867
2690,24,EGGS,2013,84436.0
2691,24,EGGS,2014,56515.0
2692,24,EGGS,2015,76046.0
2693,24,EGGS,2016,75850.0
2694,24,EGGS,2017,51562.0
2695,24,FROZEN FOODS,2013,66434.35
2696,24,FROZEN FOODS,2014,57109.695
2697,24,FROZEN FOODS,2015,96058.6
2698,24,FROZEN FOODS,2016,90964.42
2699,24,FROZEN FOODS,2017,40201.656
2700,24,GROCERY I,2013,1374572.0
2701,24,GROCERY I,2014,983788.0
2702,24,GROCERY I,2015,1484756.0
2703,24,GROCERY I,2016,1556595.0
2704,24,GROCERY I,2017,943431.0
2705,24,GROCERY II,2013,8208.0
2706,24,GROCERY II,2014,5879.0
2707,24,GROCERY II,2015,12759.0
2708,24,GROCERY II,2016,10382.0
2709,24,GROCERY II,2017,6009.0
2710,24,HARDWARE,2013,281.0
2711,24,HARDWARE,2014,309.0
2712,24,HARDWARE,2015,531.0
2713,24,HARDWARE,2016,479.0
2714,24,HARDWARE,2017,274.0
2715,24,HOME AND KITCHEN I,2013,0.0
2716,24,HOME AND KITCHEN I,2014,4248.0
2717,24,HOME AND KITCHEN I,2015,7523.0
2718,24,HOME AND KITCHEN I,2016,8490.0
2719,24,HOME AND KITCHEN I,2017,5503.0
2720,24,HOME AND KITCHEN II,2013,0.0
2721,24,HOME AND KITCHEN II,2014,2271.0
2722,24,HOME AND KITCHEN II,2015,21675.0
2723,24,HOME AND KITCHEN II,2016,14394.0
2724,24,HOME AND KITCHEN II,2017,9048.0
2725,24,HOME APPLIANCES,2013,136.0
2726,24,HOME APPLIANCES,2014,118.0
2727,24,HOME APPLIANCES,2015,167.0
2728,24,HOME APPLIANCES,2016,90.0
2729,24,HOME APPLIANCES,2017,70.0
2730,24,HOME CARE,2013,0.0
2731,24,HOME CARE,2014,53142.0
2732,24,HOME CARE,2015,70512.0
2733,24,HOME CARE,2016,102413.0
2734,24,HOME CARE,2017,62781.0
2735,24,LADIESWEAR,2013,0.0
2736,24,LADIESWEAR,2014,2502.0
2737,24,LADIESWEAR,2015,3257.0
2738,24,LADIESWEAR,2016,5193.0
2739,24,LADIESWEAR,2017,3266.0
2740,24,LAWN AND GARDEN,2013,2002.0
2741,24,LAWN AND GARDEN,2014,2298.0
2742,24,LAWN AND GARDEN,2015,3421.0
2743,24,LAWN AND GARDEN,2016,5529.0
2744,24,LAWN AND GARDEN,2017,9585.0
2745,24,LINGERIE,2013,3927.0
2746,24,LINGERIE,2014,2393.0
2747,24,LINGERIE,2015,2766.0
2748,24,LINGERIE,2016,3522.0
2749,24,LINGERIE,2017,2920.0
2750,24,"LIQUOR,WINE,BEER",2013,34726.0
2751,24,"LIQUOR,WINE,BEER",2014,26405.0
2752,24,"LIQUOR,WINE,BEER",2015,38961.0
2753,24,"LIQUOR,WINE,BEER",2016,46032.0
2754,24,"LIQUOR,WINE,BEER",2017,21600.0
2755,24,MAGAZINES,2013,0.0
2756,24,MAGAZINES,2014,971.0
2757,24,MAGAZINES,2015,2454.0
2758,24,MAGAZINES,2016,4676.0
2759,24,MAGAZINES,2017,2915.0
2760,24,MEATS,2013,163118.88
2761,24,MEATS,2014,106805.305
2762,24,MEATS,2015,146475.92
2763,24,MEATS,2016,144855.1
2764,24,MEATS,2017,92084.46
2765,24,PERSONAL CARE,2013,82342.0
2766,24,PERSONAL CARE,2014,69482.0
2767,24,PERSONAL CARE,2015,110587.0
2768,24,PERSONAL CARE,2016,111610.0
2769,24,PERSONAL CARE,2017,69355.0
2770,24,PET SUPPLIES,2013,0.0
2771,24,PET SUPPLIES,2014,2297.0
2772,24,PET SUPPLIES,2015,2813.0
2773,24,PET SUPPLIES,2016,5921.0
2774,24,PET SUPPLIES,2017,3976.0
2775,24,PLAYERS AND ELECTRONICS,2013,0.0
2776,24,PLAYERS AND ELECTRONICS,2014,2164.0
2777,24,PLAYERS AND ELECTRONICS,2015,2479.0
2778,24,PLAYERS AND ELECTRONICS,2016,4741.0
2779,24,PLAYERS AND ELECTRONICS,2017,2775.0
2780,24,POULTRY,2013,137112.64
2781,24,POULTRY,2014,154077.94
2782,24,POULTRY,2015,207913.83
2783,24,POULTRY,2016,195781.66
2784,24,POULTRY,2017,125665.234
2785,24,PREPARED FOODS,2013,54316.645
2786,24,PREPARED FOODS,2014,35993.49
2787,24,PREPARED FOODS,2015,51751.258
2788,24,PREPARED FOODS,2016,47481.418
2789,24,PREPARED FOODS,2017,27804.828
2790,24,PRODUCE,2013,1293.0
2791,24,PRODUCE,2014,716606.75
2792,24,PRODUCE,2015,834233.25
2793,24,PRODUCE,2016,1374351.2
2794,24,PRODUCE,2017,889494.2
2795,24,SCHOOL AND OFFICE SUPPLIES,2013,0.0
2796,24,SCHOOL AND OFFICE SUPPLIES,2014,35.0
2797,24,SCHOOL AND OFFICE SUPPLIES,2015,108.0
2798,24,SCHOOL AND OFFICE SUPPLIES,2016,326.0
2799,24,SCHOOL AND OFFICE SUPPLIES,2017,481.0
2800,24,SEAFOOD,2013,13739.504
2801,24,SEAFOOD,2014,10327.739
2802,24,SEAFOOD,2015,16016.616
2803,24,SEAFOOD,2016,13408.085
2804,24,SEAFOOD,2017,6301.821
2805,25,AUTOMOTIVE,2013,520.0
2806,25,AUTOMOTIVE,2014,590.0
2807,25,AUTOMOTIVE,2015,632.0
2808,25,AUTOMOTIVE,2016,836.0
2809,25,AUTOMOTIVE,2017,909.0
2810,25,BABY CARE,2013,0.0
2811,25,BABY CARE,2014,0.0
2812,25,BABY CARE,2015,0.0
2813,25,BABY CARE,2016,16.0
2814,25,BABY CARE,2017,15.0
2815,25,BEAUTY,2013,568.0
2816,25,BEAUTY,2014,695.0
2817,25,BEAUTY,2015,834.0
2818,25,BEAUTY,2016,1061.0
2819,25,BEAUTY,2017,833.0
2820,25,BEVERAGES,2013,407027.0
2821,25,BEVERAGES,2014,598033.0
2822,25,BEVERAGES,2015,671675.0
2823,25,BEVERAGES,2016,706318.0
2824,25,BEVERAGES,2017,580888.0
2825,25,BOOKS,2013,0.0
2826,25,BOOKS,2014,0.0
2827,25,BOOKS,2015,0.0
2828,25,BOOKS,2016,71.0
2829,25,BOOKS,2017,54.0
2830,25,BREAD/BAKERY,2013,86756.984
2831,25,BREAD/BAKERY,2014,91651.22
2832,25,BREAD/BAKERY,2015,116290.98
2833,25,BREAD/BAKERY,2016,103501.586
2834,25,BREAD/BAKERY,2017,86280.87
2835,25,CELEBRATION,2013,0.0
2836,25,CELEBRATION,2014,1825.0
2837,25,CELEBRATION,2015,1873.0
2838,25,CELEBRATION,2016,2242.0
2839,25,CELEBRATION,2017,1547.0
2840,25,CLEANING,2013,167371.0
2841,25,CLEANING,2014,172970.0
2842,25,CLEANING,2015,182144.0
2843,25,CLEANING,2016,151983.0
2844,25,CLEANING,2017,113719.0
2845,25,DAIRY,2013,114012.0
2846,25,DAIRY,2014,166864.0
2847,25,DAIRY,2015,185043.0
2848,25,DAIRY,2016,176133.0
2849,25,DAIRY,2017,146718.0
2850,25,DELI,2013,41701.523
2851,25,DELI,2014,43156.57
2852,25,DELI,2015,52646.523
2853,25,DELI,2016,40730.652
2854,25,DELI,2017,33612.56
2855,25,EGGS,2013,37405.0
2856,25,EGGS,2014,39639.0
2857,25,EGGS,2015,40972.0
2858,25,EGGS,2016,33968.0
2859,25,EGGS,2017,27758.0
2860,25,FROZEN FOODS,2013,44556.85
2861,25,FROZEN FOODS,2014,59065.664
2862,25,FROZEN FOODS,2015,79467.27
2863,25,FROZEN FOODS,2016,64595.934
2864,25,FROZEN FOODS,2017,40777.516
2865,25,GROCERY I,2013,541109.0
2866,25,GROCERY I,2014,602342.0
2867,25,GROCERY I,2015,651471.0
2868,25,GROCERY I,2016,592526.0
2869,25,GROCERY I,2017,450940.0
2870,25,GROCERY II,2013,3637.0
2871,25,GROCERY II,2014,3731.0
2872,25,GROCERY II,2015,4390.0
2873,25,GROCERY II,2016,3761.0
2874,25,GROCERY II,2017,3834.0
2875,25,HARDWARE,2013,135.0
2876,25,HARDWARE,2014,410.0
2877,25,HARDWARE,2015,284.0
2878,25,HARDWARE,2016,317.0
2879,25,HARDWARE,2017,257.0
2880,25,HOME AND KITCHEN I,2013,0.0
2881,25,HOME AND KITCHEN I,2014,8668.0
2882,25,HOME AND KITCHEN I,2015,9232.0
2883,25,HOME AND KITCHEN I,2016,7471.0
2884,25,HOME AND KITCHEN I,2017,5312.0
2885,25,HOME AND KITCHEN II,2013,0.0
2886,25,HOME AND KITCHEN II,2014,1526.0
2887,25,HOME AND KITCHEN II,2015,7039.0
2888,25,HOME AND KITCHEN II,2016,5794.0
2889,25,HOME AND KITCHEN II,2017,4479.0
2890,25,HOME APPLIANCES,2013,0.0
2891,25,HOME APPLIANCES,2014,33.0
2892,25,HOME APPLIANCES,2015,60.0
2893,25,HOME APPLIANCES,2016,42.0
2894,25,HOME APPLIANCES,2017,89.0
2895,25,HOME CARE,2013,0.0
2896,25,HOME CARE,2014,24641.0
2897,25,HOME CARE,2015,25502.0
2898,25,HOME CARE,2016,36203.0
2899,25,HOME CARE,2017,24686.0
2900,25,LADIESWEAR,2013,0.0
2901,25,LADIESWEAR,2014,0.0
2902,25,LADIESWEAR,2015,0.0
2903,25,LADIESWEAR,2016,0.0
2904,25,LADIESWEAR,2017,0.0
2905,25,LAWN AND GARDEN,2013,1900.0
2906,25,LAWN AND GARDEN,2014,2451.0
2907,25,LAWN AND GARDEN,2015,2676.0
2908,25,LAWN AND GARDEN,2016,3282.0
2909,25,LAWN AND GARDEN,2017,6820.0
2910,25,LINGERIE,2013,4698.0
2911,25,LINGERIE,2014,3635.0
2912,25,LINGERIE,2015,3356.0
2913,25,LINGERIE,2016,1501.0
2914,25,LINGERIE,2017,1169.0
2915,25,"LIQUOR,WINE,BEER",2013,40941.0
2916,25,"LIQUOR,WINE,BEER",2014,51831.0
2917,25,"LIQUOR,WINE,BEER",2015,66372.0
2918,25,"LIQUOR,WINE,BEER",2016,81690.0
2919,25,"LIQUOR,WINE,BEER",2017,54199.0
2920,25,MAGAZINES,2013,0.0
2921,25,MAGAZINES,2014,525.0
2922,25,MAGAZINES,2015,1068.0
2923,25,MAGAZINES,2016,2239.0
2924,25,MAGAZINES,2017,1789.0
2925,25,MEATS,2013,73539.1
2926,25,MEATS,2014,73295.3
2927,25,MEATS,2015,79376.53
2928,25,MEATS,2016,62373.81
2929,25,MEATS,2017,50301.426
2930,25,PERSONAL CARE,2013,31668.0
2931,25,PERSONAL CARE,2014,39737.0
2932,25,PERSONAL CARE,2015,42105.0
2933,25,PERSONAL CARE,2016,36809.0
2934,25,PERSONAL CARE,2017,28235.0
2935,25,PET SUPPLIES,2013,0.0
2936,25,PET SUPPLIES,2014,700.0
2937,25,PET SUPPLIES,2015,585.0
2938,25,PET SUPPLIES,2016,1102.0
2939,25,PET SUPPLIES,2017,1113.0
2940,25,PLAYERS AND ELECTRONICS,2013,0.0
2941,25,PLAYERS AND ELECTRONICS,2014,1249.0
2942,25,PLAYERS AND ELECTRONICS,2015,793.0
2943,25,PLAYERS AND ELECTRONICS,2016,1634.0
2944,25,PLAYERS AND ELECTRONICS,2017,1778.0
2945,25,POULTRY,2013,41759.8
2946,25,POULTRY,2014,62400.562
2947,25,POULTRY,2015,65564.195
2948,25,POULTRY,2016,51265.1
2949,25,POULTRY,2017,42349.805
2950,25,PREPARED FOODS,2013,20106.58
2951,25,PREPARED FOODS,2014,20758.85
2952,25,PREPARED FOODS,2015,21723.594
2953,25,PREPARED FOODS,2016,14586.609
2954,25,PREPARED FOODS,2017,9978.628
2955,25,PRODUCE,2013,2751.0
2956,25,PRODUCE,2014,285244.56
2957,25,PRODUCE,2015,290540.5
2958,25,PRODUCE,2016,468333.9
2959,25,PRODUCE,2017,414890.16
2960,25,SCHOOL AND OFFICE SUPPLIES,2013,0.0
2961,25,SCHOOL AND OFFICE SUPPLIES,2014,47.0
2962,25,SCHOOL AND OFFICE SUPPLIES,2015,40.0
2963,25,SCHOOL AND OFFICE SUPPLIES,2016,83.0
2964,25,SCHOOL AND OFFICE SUPPLIES,2017,396.0
2965,25,SEAFOOD,2013,1567.047
2966,25,SEAFOOD,2014,1980.366
2967,25,SEAFOOD,2015,2219.622
2968,25,SEAFOOD,2016,1861.025
2969,25,SEAFOOD,2017,1539.058
2970,26,AUTOMOTIVE,2013,1230.0
2971,26,AUTOMOTIVE,2014,1045.0
2972,26,AUTOMOTIVE,2015,975.0
2973,26,AUTOMOTIVE,2016,1599.0
2974,26,AUTOMOTIVE,2017,1156.0
2975,26,BABY CARE,2013,0.0
2976,26,BABY CARE,2014,0.0
2977,26,BABY CARE,2015,0.0
2978,26,BABY CARE,2016,96.0
2979,26,BABY CARE,2017,0.0
2980,26,BEAUTY,2013,319.0
2981,26,BEAUTY,2014,209.0
2982,26,BEAUTY,2015,353.0
2983,26,BEAUTY,2016,499.0
2984,26,BEAUTY,2017,213.0
2985,26,BEVERAGES,2013,178388.0
2986,26,BEVERAGES,2014,294209.0
2987,26,BEVERAGES,2015,275867.0
2988,26,BEVERAGES,2016,339154.0
2989,26,BEVERAGES,2017,247554.0
2990,26,BOOKS,2013,0.0
2991,26,BOOKS,2014,0.0
2992,26,BOOKS,2015,0.0
2993,26,BOOKS,2016,12.0
2994,26,BOOKS,2017,2.0
2995,26,BREAD/BAKERY,2013,96877.67
2996,26,BREAD/BAKERY,2014,81339.83
2997,26,BREAD/BAKERY,2015,80168.52
2998,26,BREAD/BAKERY,2016,71708.12
2999,26,BREAD/BAKERY,2017,49028.453
3000,26,CELEBRATION,2013,0.0
3001,26,CELEBRATION,2014,1918.0
3002,26,CELEBRATION,2015,1592.0
3003,26,CELEBRATION,2016,2489.0
3004,26,CELEBRATION,2017,1401.0
3005,26,CLEANING,2013,176074.0
3006,26,CLEANING,2014,161679.0
3007,26,CLEANING,2015,154620.0
3008,26,CLEANING,2016,147228.0
3009,26,CLEANING,2017,100441.0
3010,26,DAIRY,2013,67722.0
3011,26,DAIRY,2014,99403.0
3012,26,DAIRY,2015,85394.0
3013,26,DAIRY,2016,86880.0
3014,26,DAIRY,2017,60264.0
3015,26,DELI,2013,36832.402
3016,26,DELI,2014,32025.125
3017,26,DELI,2015,34217.44
3018,26,DELI,2016,30169.152
3019,26,DELI,2017,19603.393
3020,26,EGGS,2013,19494.0
3021,26,EGGS,2014,15775.0
3022,26,EGGS,2015,14420.0
3023,26,EGGS,2016,12616.0
3024,26,EGGS,2017,8060.0
3025,26,FROZEN FOODS,2013,27575.104
3026,26,FROZEN FOODS,2014,28454.984
3027,26,FROZEN FOODS,2015,34046.953
3028,26,FROZEN FOODS,2016,29728.334
3029,26,FROZEN FOODS,2017,10606.916
3030,26,GROCERY I,2013,608825.0
3031,26,GROCERY I,2014,600676.0
3032,26,GROCERY I,2015,573199.0
3033,26,GROCERY I,2016,575413.0
3034,26,GROCERY I,2017,362225.0
3035,26,GROCERY II,2013,2440.0
3036,26,GROCERY II,2014,1420.0
3037,26,GROCERY II,2015,1344.0
3038,26,GROCERY II,2016,927.0
3039,26,GROCERY II,2017,1458.0
3040,26,HARDWARE,2013,240.0
3041,26,HARDWARE,2014,282.0
3042,26,HARDWARE,2015,306.0
3043,26,HARDWARE,2016,293.0
3044,26,HARDWARE,2017,238.0
3045,26,HOME AND KITCHEN I,2013,0.0
3046,26,HOME AND KITCHEN I,2014,1545.0
3047,26,HOME AND KITCHEN I,2015,3117.0
3048,26,HOME AND KITCHEN I,2016,4650.0
3049,26,HOME AND KITCHEN I,2017,3592.0
3050,26,HOME AND KITCHEN II,2013,0.0
3051,26,HOME AND KITCHEN II,2014,739.0
3052,26,HOME AND KITCHEN II,2015,2661.0
3053,26,HOME AND KITCHEN II,2016,3315.0
3054,26,HOME AND KITCHEN II,2017,2242.0
3055,26,HOME APPLIANCES,2013,46.0
3056,26,HOME APPLIANCES,2014,91.0
3057,26,HOME APPLIANCES,2015,67.0
3058,26,HOME APPLIANCES,2016,58.0
3059,26,HOME APPLIANCES,2017,78.0
3060,26,HOME CARE,2013,0.0
3061,26,HOME CARE,2014,22396.0
3062,26,HOME CARE,2015,21265.0
3063,26,HOME CARE,2016,30324.0
3064,26,HOME CARE,2017,20200.0
3065,26,LADIESWEAR,2013,0.0
3066,26,LADIESWEAR,2014,630.0
3067,26,LADIESWEAR,2015,660.0
3068,26,LADIESWEAR,2016,474.0
3069,26,LADIESWEAR,2017,113.0
3070,26,LAWN AND GARDEN,2013,48.0
3071,26,LAWN AND GARDEN,2014,133.0
3072,26,LAWN AND GARDEN,2015,201.0
3073,26,LAWN AND GARDEN,2016,431.0
3074,26,LAWN AND GARDEN,2017,1946.0
3075,26,LINGERIE,2013,2937.0
3076,26,LINGERIE,2014,1690.0
3077,26,LINGERIE,2015,734.0
3078,26,LINGERIE,2016,714.0
3079,26,LINGERIE,2017,516.0
3080,26,"LIQUOR,WINE,BEER",2013,15794.0
3081,26,"LIQUOR,WINE,BEER",2014,12333.0
3082,26,"LIQUOR,WINE,BEER",2015,10587.0
3083,26,"LIQUOR,WINE,BEER",2016,12591.0
3084,26,"LIQUOR,WINE,BEER",2017,5187.0
3085,26,MAGAZINES,2013,0.0
3086,26,MAGAZINES,2014,19.0
